contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
SD_QD_contig_20702637||full	10457	No	NA	15	1	0	Low-quality	Genome-fragment	6.33	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_17680298||full	10456	No	NA	8	8	0	Low-quality	Genome-fragment	17.25	AAI-based (high-confidence)	0	1	
JS_YC_contig_10215509	10453	No	NA	15	3	0	Low-quality	Genome-fragment	11.62	AAI-based (medium-confidence)	0	1	
JS_YC_contig_24261358||full_1	10452	No	NA	15	10	0	Low-quality	Genome-fragment	24.22	AAI-based (medium-confidence)	0	1	
HN_SY_contig_10007671	10451	No	NA	10	1	0	Low-quality	Genome-fragment	16.31	HMM-based (lower-bound)	0	1	
GD_ST_contig_24355204	10450	No	NA	15	6	0	Low-quality	Genome-fragment	11.72	AAI-based (high-confidence)	0	1	
HN_SY_contig_13652753||full	10450	No	NA	10	2	0	Low-quality	Genome-fragment	12.69	HMM-based (lower-bound)	0	1	
JS_LYG_contig_6187873	10450	No	NA	11	1	0	Low-quality	Genome-fragment	6.86	AAI-based (high-confidence)	0	1	
SD_QD_contig_11321434	10450	No	NA	15	1	0	Low-quality	Genome-fragment	3.37	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_11450022	10450	No	NA	14	1	0	Low-quality	Genome-fragment	28.99	AAI-based (high-confidence)	0	1	
SD_DY_contig_20918746||full	10449	No	NA	12	1	4	Low-quality	Genome-fragment	9.65	HMM-based (lower-bound)	0	1	
SD_QD_contig_14714809	10449	No	NA	16	3	0	Low-quality	Genome-fragment	4.86	HMM-based (lower-bound)	0	1.01	
GX_BH_contig_4475859	10447	No	NA	8	1	0	Low-quality	Genome-fragment	15.19	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_7730538||full	10446	No	NA	8	1	0	Low-quality	Genome-fragment	7.88	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_14631184||full	10445	No	NA	25	2	0	Low-quality	Genome-fragment	22.72	AAI-based (medium-confidence)	0	1	
JS_YC_contig_13343130	10445	No	NA	15	4	0	Low-quality	Genome-fragment	28.09	AAI-based (medium-confidence)	0	1	
SD_QD_contig_1219908	10445	No	NA	12	2	1	Low-quality	Genome-fragment	16.34	AAI-based (medium-confidence)	0	1	
SD_QD_contig_30095879||full	10445	No	NA	17	3	1	Low-quality	Genome-fragment	14.56	HMM-based (lower-bound)	0	1	
SD_QD_contig_16169750	10444	No	NA	10	2	0	Low-quality	Genome-fragment	14.32	AAI-based (medium-confidence)	0	1	
SD_DY_contig_9179680	10443	No	NA	23	10	0	Low-quality	Genome-fragment	15.68	AAI-based (high-confidence)	0	1	
JS_YC_contig_9256018	10442	No	NA	16	5	0	Low-quality	Genome-fragment	22.15	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_9532396	10441	No	NA	10	4	2	Low-quality	Genome-fragment	2.84	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_6422426||full	10441	No	NA	4	1	2	Low-quality	Genome-fragment	6.5	HMM-based (lower-bound)	0	1	
HN_SY_contig_24315524	10440	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
HN_SY_contig_2869362	10439	No	NA	9	3	0	Low-quality	Genome-fragment	14.11	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_24199016||full	10439	No	NA	13	1	1	Low-quality	Genome-fragment	7.19	HMM-based (lower-bound)	0	1	
LN_DD_contig_14862038||full	10437	No	NA	18	1	1	Low-quality	Genome-fragment	16.27	AAI-based (high-confidence)	0	1	
SD_QD_contig_601612	10437	No	NA	5	2	0	Low-quality	Genome-fragment	15.11	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_13700228	10433	No	NA	17	8	0	Low-quality	Genome-fragment	29.19	AAI-based (high-confidence)	0	1	
LN_DD_contig_15546567	10431	No	NA	31	3	0	Low-quality	Genome-fragment	6.08	HMM-based (lower-bound)	0	1	
SD_QD_contig_15773991||full	10431	No	NA	14	2	0	Low-quality	Genome-fragment	2.01	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_18287626	10431	No	NA	16	8	0	Low-quality	Genome-fragment	31.99	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_12985400	10429	No	NA	15	1	0	Low-quality	Genome-fragment	8.33	HMM-based (lower-bound)	0	1	
FJ_XM_contig_30496276	10428	No	NA	13	4	0	Low-quality	Genome-fragment	16.3	AAI-based (medium-confidence)	0	1	
HN_SY_contig_27807225	10428	No	NA	8	1	1	Low-quality	Genome-fragment	3.48	AAI-based (medium-confidence)	0	1	
JS_YC_contig_18783228	10428	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_3377669||full	10426	No	NA	20	1	0	Low-quality	Genome-fragment	6.66	HMM-based (lower-bound)	0	1	
JS_YC_contig_17474815	10426	No	NA	17	2	0	Low-quality	Genome-fragment	11.27	HMM-based (lower-bound)	0	1	
LN_DD_contig_19603159||full	10425	No	NA	19	1	0	Low-quality	Genome-fragment	30.85	AAI-based (medium-confidence)	0	1	
SD_QD_contig_18109274	10424	No	NA	16	3	0	Low-quality	Genome-fragment	4.84	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_17469313	10424	No	NA	24	1	0	Low-quality	Genome-fragment	9.41	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_24788008||full	10423	No	NA	25	2	0	Low-quality	Genome-fragment	14.18	HMM-based (lower-bound)	0	1.01	
SD_QD_contig_26948712	10421	No	NA	14	7	0	Low-quality	Genome-fragment	18.31	AAI-based (medium-confidence)	0	1	
SD_QD_contig_20612778	10420	No	NA	18	7	0	Low-quality	Genome-fragment	13.41	HMM-based (lower-bound)	0	1	
GD_ZH_contig_20670210	10419	No	NA	12	2	0	Low-quality	Genome-fragment	8.07	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_11622631||full	10419	No	NA	20	1	0	Low-quality	Genome-fragment	6.03	HMM-based (lower-bound)	0	1	
GX_BH_contig_23332126	10418	No	NA	23	5	0	Low-quality	Genome-fragment	8.79	HMM-based (lower-bound)	0	1	
HN_SY_contig_1023068||full	10418	No	NA	10	1	2	Low-quality	Genome-fragment	10.3	AAI-based (high-confidence)	0	1	
JS_LYG_contig_13897976	10417	No	NA	16	3	0	Low-quality	Genome-fragment	22.74	AAI-based (medium-confidence)	0	1	
SD_QD_contig_23806051	10417	No	NA	17	2	0	Low-quality	Genome-fragment	11.32	HMM-based (lower-bound)	0	1	
GX_BH_contig_18251711	10415	No	NA	24	3	0	Low-quality	Genome-fragment	14.48	HMM-based (lower-bound)	0	1	
HN_SY_contig_6309560	10415	No	NA	14	11	0	Low-quality	Genome-fragment	5.54	AAI-based (medium-confidence)	0	1	
LN_DD_contig_18607011||full_1	10415	No	NA	8	7	0	Low-quality	Genome-fragment	17.19	AAI-based (high-confidence)	0	1	
FJ_XM_contig_10640458	10414	No	NA	17	0	0	Low-quality	Genome-fragment	7.59	AAI-based (medium-confidence)	0	1	no viral genes detected
SD_QD_contig_9635132	10414	No	NA	23	1	0	Low-quality	Genome-fragment	40.43	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_28286232	10413	No	NA	13	4	0	Low-quality	Genome-fragment	16.75	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_15929710	10412	No	NA	12	1	0	Low-quality	Genome-fragment	8.66	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_21555432	10412	No	NA	15	0	0	Low-quality	Genome-fragment	9.07	AAI-based (medium-confidence)	0	1	no viral genes detected
JS_YC_contig_7691594	10410	No	NA	7	1	0	Low-quality	Genome-fragment	12.49	HMM-based (lower-bound)	0	1	
LN_DD_contig_3757115	10410	No	NA	5	1	0	Low-quality	Genome-fragment	16.02	AAI-based (medium-confidence)	0	1	
SD_QD_contig_19730044	10409	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_23282629	10407	No	NA	7	1	0	Low-quality	Genome-fragment	5.8	HMM-based (lower-bound)	0	1	
FJ_XM_contig_27808003	10406	No	NA	7	3	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	contig >1.5x longer than expected genome length
LN_DD_contig_18354177	10405	No	NA	7	0	1	Low-quality	Genome-fragment	1.59	AAI-based (high-confidence)	0	1	no viral genes detected
SD_QD_contig_17618403	10403	No	NA	11	1	0	Low-quality	Genome-fragment	10.54	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_20948215||full	10402	No	NA	15	1	0	Low-quality	Genome-fragment	24.75	HMM-based (lower-bound)	0	1	
HN_SY_contig_20007850||full	10397	No	NA	14	10	0	Low-quality	Genome-fragment	17.7	AAI-based (medium-confidence)	0	1	
SD_DY_contig_14065792||full	10395	No	NA	10	1	0	Low-quality	Genome-fragment	3.95	HMM-based (lower-bound)	0	1	
LN_DD_contig_18225122||full	10393	No	NA	11	1	4	Low-quality	Genome-fragment	18.2	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_503478	10393	No	NA	6	5	0	Low-quality	Genome-fragment	16.17	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_11811577||full	10392	No	NA	14	8	0	Low-quality	Genome-fragment	19.74	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_5935936	10392	No	NA	9	1	0	Low-quality	Genome-fragment	12.42	AAI-based (medium-confidence)	0	1	
SD_QD_contig_15892733	10391	No	NA	22	6	0	Low-quality	Genome-fragment	17.63	AAI-based (high-confidence)	0	1	
SD_QD_contig_9909874	10391	No	NA	17	3	0	Low-quality	Genome-fragment	16.05	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_6382680	10391	No	NA	10	4	0	Low-quality	Genome-fragment	22.94	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_1489012||full	10390	No	NA	13	4	0	Low-quality	Genome-fragment	14.05	HMM-based (lower-bound)	0	1	
SD_QD_contig_5581881||full	10390	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_NB_contig_3065533	10390	No	NA	14	1	0	Low-quality	Genome-fragment	28.7	AAI-based (high-confidence)	0	1	
GD_ZH_contig_26692169||full	10389	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_11896487||full	10388	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_7808576	10387	No	NA	15	5	1	Low-quality	Genome-fragment	12.15	HMM-based (lower-bound)	0	1	
JS_LYG_contig_14990187	10385	No	NA	16	1	0	Low-quality	Genome-fragment	4.64	HMM-based (lower-bound)	0	1	
JS_YC_contig_22052972	10385	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
SD_QD_contig_17409792	10385	No	NA	15	1	2	Low-quality	Genome-fragment	9.57	AAI-based (high-confidence)	0	1	
GD_ST_contig_3097519||full	10384	No	NA	9	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
FJ_XM_contig_23774417	10383	No	NA	22	6	1	Low-quality	Genome-fragment	8.13	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_6970303	10379	No	NA	8	6	0	Low-quality	Genome-fragment	5.61	AAI-based (high-confidence)	0	1	
GD_ZH_contig_80838||full_fragment_1	10378	No	NA	13	8	0	Low-quality	Genome-fragment	18.36	AAI-based (medium-confidence)	0	1	
SD_DY_contig_12966815	10377	No	NA	15	1	0	Low-quality	Genome-fragment	9.22	AAI-based (medium-confidence)	0	1	
HN_SY_contig_19148835||full	10376	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_27847744||full	10376	No	NA	9	1	0	Not-determined	Genome-fragment	NA	NA	0	1	
SD_DY_contig_8643866	10376	No	NA	21	1	0	Low-quality	Genome-fragment	6.62	HMM-based (lower-bound)	0	1	
JS_LYG_contig_24531069	10375	No	NA	20	0	0	Low-quality	Genome-fragment	4.54	AAI-based (medium-confidence)	0	1	no viral genes detected
ZJ_NB_contig_18733462	10375	No	NA	19	3	0	Low-quality	Genome-fragment	6.27	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_13098888||full	10374	No	NA	13	0	8	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_14600330||full	10373	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
HN_SY_contig_510016	10372	No	NA	13	6	0	Low-quality	Genome-fragment	16.23	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_17285746||full	10371	No	NA	13	1	0	Low-quality	Genome-fragment	14.52	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_11726054	10370	No	NA	13	1	0	Low-quality	Genome-fragment	16.39	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_12249013	10369	No	NA	30	6	0	Low-quality	Genome-fragment	16.03	AAI-based (high-confidence)	0	1	
GD_ST_contig_25175784||full	10368	No	NA	12	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
SD_QD_contig_9711947	10367	No	NA	22	2	0	Low-quality	Genome-fragment	15.35	HMM-based (lower-bound)	0	1	
JS_LYG_contig_12571972	10365	No	NA	13	2	0	Low-quality	Genome-fragment	12.28	AAI-based (medium-confidence)	0	1	
SD_DY_contig_12941121	10365	No	NA	10	1	0	Low-quality	Genome-fragment	23.33	AAI-based (medium-confidence)	0	1	
SD_DY_contig_16658179||full	10365	No	NA	24	1	0	Low-quality	Genome-fragment	24.45	AAI-based (medium-confidence)	0	1	
GX_BH_contig_32473149	10364	No	NA	12	2	0	Low-quality	Genome-fragment	14.64	HMM-based (lower-bound)	0	1	
SD_DY_contig_11042793||full	10363	No	NA	15	4	0	Low-quality	Genome-fragment	18.29	AAI-based (medium-confidence)	0	1	
SD_DY_contig_8603751||full	10359	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_19466286||full	10355	No	NA	12	0	8	Low-quality	Genome-fragment	11.04	AAI-based (medium-confidence)	0	1	no viral genes detected
JS_YC_contig_20951215	10355	No	NA	25	3	2	Low-quality	Genome-fragment	3.12	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_26933126	10355	No	NA	18	2	0	Low-quality	Genome-fragment	6.44	HMM-based (lower-bound)	0	1	
GD_ZH_contig_23413372||full_1	10354	No	NA	10	2	0	Low-quality	Genome-fragment	10.27	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_17230140	10352	No	NA	13	7	0	Low-quality	Genome-fragment	25.42	AAI-based (medium-confidence)	0	1	
SD_DY_contig_6640627||full	10352	No	NA	16	6	0	Low-quality	Genome-fragment	26.94	AAI-based (medium-confidence)	0	1	
HN_SY_contig_21846186	10351	No	NA	16	4	1	Low-quality	Genome-fragment	4.07	HMM-based (lower-bound)	0	1	
SD_DY_contig_3100644||full	10351	No	NA	15	0	0	Medium-quality	Genome-fragment	52.39	AAI-based (medium-confidence)	0	1	no viral genes detected
JS_LYG_contig_2575177	10349	No	NA	26	1	0	Low-quality	Genome-fragment	11.46	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_20954901	10349	No	NA	22	6	0	Low-quality	Genome-fragment	22.46	AAI-based (medium-confidence)	0	1	
SD_QD_contig_23709626	10346	No	NA	27	1	0	Low-quality	Genome-fragment	5.4	HMM-based (lower-bound)	0	1	
SD_QD_contig_29372437	10345	No	NA	11	5	0	Low-quality	Genome-fragment	1.19	HMM-based (lower-bound)	0	1.01	
HN_SY_contig_12466243||full	10343	No	NA	16	6	0	Low-quality	Genome-fragment	14.93	HMM-based (lower-bound)	0	1	
SD_DY_contig_4407021	10343	No	NA	16	4	0	Low-quality	Genome-fragment	23.43	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_9602584	10341	No	NA	11	3	1	Low-quality	Genome-fragment	18.83	AAI-based (medium-confidence)	0	1	
HN_SY_contig_24581111||full	10339	No	NA	9	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GD_ZH_contig_18743436	10338	No	NA	30	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_19110512	10337	No	NA	14	3	0	Low-quality	Genome-fragment	9.25	AAI-based (high-confidence)	0	1	
LN_DD_contig_24946714	10337	No	NA	20	4	0	Low-quality	Genome-fragment	13.16	HMM-based (lower-bound)	0	1	
GD_ZH_contig_21471387||full	10336	No	NA	13	1	1	Low-quality	Genome-fragment	8.47	HMM-based (lower-bound)	0	1	
SD_DY_contig_15179028	10336	No	NA	20	1	0	Low-quality	Genome-fragment	5.24	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_16082840	10335	No	NA	11	1	1	Low-quality	Genome-fragment	15.46	HMM-based (lower-bound)	0	1	
JS_YC_contig_5816687||full	10333	No	NA	14	9	0	Low-quality	Genome-fragment	18.81	AAI-based (medium-confidence)	0	1	
LN_DD_contig_2331955	10326	No	NA	32	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_22354302	10321	No	NA	13	1	0	Low-quality	Genome-fragment	24.56	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_24471733	10321	No	NA	15	1	0	Low-quality	Genome-fragment	4.29	AAI-based (medium-confidence)	0	1	
GD_ST_contig_6365282	10320	No	NA	20	5	0	Low-quality	Genome-fragment	4.11	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_19641764	10316	No	NA	16	5	0	Low-quality	Genome-fragment	24.93	AAI-based (high-confidence)	0	1	
SD_QD_contig_16861497||full	10316	No	NA	12	1	0	Low-quality	Genome-fragment	23.85	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_16783789	10316	No	NA	10	2	0	Low-quality	Genome-fragment	10.21	HMM-based (lower-bound)	0	1	
JS_YC_contig_11068750||full	10315	No	NA	12	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
LN_DD_contig_6071256||full	10313	No	NA	14	1	0	Low-quality	Genome-fragment	17.85	AAI-based (high-confidence)	0	1	
HN_SY_contig_24462415	10311	No	NA	15	4	1	Low-quality	Genome-fragment	28.53	AAI-based (medium-confidence)	0	1	
LN_DD_contig_708151||full	10310	No	NA	16	1	0	Low-quality	Genome-fragment	2.21	HMM-based (lower-bound)	0	1	
GD_ST_contig_16458586	10309	No	NA	16	3	0	Low-quality	Genome-fragment	12.9	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_6464403||full	10309	No	NA	12	2	0	Low-quality	Genome-fragment	3.65	HMM-based (lower-bound)	0	1	
HN_SY_contig_32317428||full	10307	No	NA	21	1	3	Low-quality	Genome-fragment	10.83	HMM-based (lower-bound)	0	1	
SD_QD_contig_29963920	10305	No	NA	13	2	1	Low-quality	Genome-fragment	10.06	AAI-based (medium-confidence)	0	1	
GX_BH_contig_11926401||full	10304	No	NA	9	1	3	Low-quality	Genome-fragment	5.88	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_18467440	10304	No	NA	19	3	0	Low-quality	Genome-fragment	18.14	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_3220598||full	10304	No	NA	15	3	0	Low-quality	Genome-fragment	10.26	HMM-based (lower-bound)	0	1	
GD_ZH_contig_23340892	10303	No	NA	13	1	1	Low-quality	Genome-fragment	5.58	HMM-based (lower-bound)	0	1	
SD_DY_contig_5907043	10301	No	NA	14	2	0	Low-quality	Genome-fragment	10.11	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_22082826	10298	No	NA	27	1	0	Low-quality	Genome-fragment	2.96	HMM-based (lower-bound)	0	1	
GX_BH_contig_25392988	10297	No	NA	12	7	0	Low-quality	Genome-fragment	26.6	AAI-based (medium-confidence)	0	1	
HN_SY_contig_12652837||full	10297	No	NA	16	0	0	Low-quality	Genome-fragment	27.78	AAI-based (medium-confidence)	0	1	no viral genes detected
JS_LYG_contig_21198336	10296	No	NA	19	2	0	Low-quality	Genome-fragment	5.21	HMM-based (lower-bound)	0	1	
SD_DY_contig_22293271||full	10294	No	NA	15	1	1	Low-quality	Genome-fragment	5.63	HMM-based (lower-bound)	0	1	
FJ_XM_contig_23327692||full	10292	No	NA	10	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_18806943	10292	No	NA	11	6	0	Low-quality	Genome-fragment	16.45	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_22385049||full	10288	No	NA	11	2	0	Low-quality	Genome-fragment	5.17	HMM-based (lower-bound)	0	1	
JS_YC_contig_225710	10288	No	NA	18	1	1	Low-quality	Genome-fragment	9.2	HMM-based (lower-bound)	0	1	
JS_LYG_contig_5750853||full	10286	No	NA	10	2	1	Low-quality	Genome-fragment	20.84	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_22574803||full	10285	No	NA	10	1	0	Low-quality	Genome-fragment	4.63	HMM-based (lower-bound)	0	1	
JS_LYG_contig_24954686	10284	No	NA	7	2	0	Low-quality	Genome-fragment	12.35	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_14707419	10283	No	NA	15	10	0	Low-quality	Genome-fragment	21.65	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_11692132||full	10281	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
FJ_XM_contig_35525228	10280	No	NA	20	3	0	Low-quality	Genome-fragment	23.18	AAI-based (medium-confidence)	0	1	
LN_DD_contig_13951082	10280	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
FJ_XM_contig_24371518	10279	No	NA	10	4	0	Low-quality	Genome-fragment	9.33	AAI-based (medium-confidence)	0	1	
LN_DD_contig_11404520	10278	No	NA	10	8	0	Low-quality	Genome-fragment	5.42	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_28797012	10278	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_15397598	10277	No	NA	13	0	1	Low-quality	Genome-fragment	6.61	AAI-based (medium-confidence)	0	1	no viral genes detected
ZJ_WZ_contig_10625531||full_1	10277	No	NA	13	2	0	Low-quality	Genome-fragment	7.07	HMM-based (lower-bound)	0	1	
GX_BH_contig_21665513	10276	No	NA	10	1	1	Low-quality	Genome-fragment	8.45	HMM-based (lower-bound)	0	1.02	
GD_ST_contig_12375193||full	10275	No	NA	22	1	0	Low-quality	Genome-fragment	10.67	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_9648712	10275	No	NA	21	1	0	Low-quality	Genome-fragment	9.41	HMM-based (lower-bound)	0	1	
LN_DD_contig_13725735	10274	No	NA	12	4	1	Low-quality	Genome-fragment	5.61	HMM-based (lower-bound)	0	1.01	
GX_BH_contig_7591842	10273	No	NA	13	4	1	Low-quality	Genome-fragment	17.04	AAI-based (medium-confidence)	0	1	
SD_QD_contig_19210365	10271	No	NA	18	2	1	Low-quality	Genome-fragment	5.71	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_4150635	10270	No	NA	18	8	0	Low-quality	Genome-fragment	24.89	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_24731612	10270	No	NA	15	2	1	Low-quality	Genome-fragment	3.94	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_10933380	10269	No	NA	12	4	0	Low-quality	Genome-fragment	10.58	HMM-based (lower-bound)	0	1	
JS_LYG_contig_14160627	10269	No	NA	16	4	0	Low-quality	Genome-fragment	12.76	HMM-based (lower-bound)	0	1	
JS_LYG_contig_1651795	10269	No	NA	7	1	0	Low-quality	Genome-fragment	15.94	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_21343900||full	10269	No	NA	19	6	0	Low-quality	Genome-fragment	5.68	AAI-based (high-confidence)	0	1	
SD_DY_contig_7571683	10268	No	NA	16	1	0	Low-quality	Genome-fragment	18.67	AAI-based (medium-confidence)	0	1	
SD_DY_contig_11730805||full	10266	No	NA	16	1	0	Low-quality	Genome-fragment	34.73	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_22374052	10266	No	NA	12	2	0	Low-quality	Genome-fragment	2.39	HMM-based (lower-bound)	0	1	
FJ_XM_contig_6518647	10259	No	NA	9	5	0	Low-quality	Genome-fragment	20.99	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_9717194	10259	No	NA	16	1	2	Low-quality	Genome-fragment	8.32	HMM-based (lower-bound)	0	1	
GD_ZH_contig_23009929||full	10259	No	NA	9	9	0	Low-quality	Genome-fragment	17.2	AAI-based (high-confidence)	0	1	
JS_YC_contig_15087028||full	10258	No	NA	8	2	0	Low-quality	Genome-fragment	21.84	HMM-based (lower-bound)	0	1	
SD_QD_contig_18188397||full	10258	No	NA	12	1	1	Low-quality	Genome-fragment	4.62	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_25938386||full	10258	No	NA	22	2	0	Low-quality	Genome-fragment	6.62	AAI-based (high-confidence)	0	1	
HN_SY_contig_33379159||full	10257	No	NA	11	2	0	Low-quality	Genome-fragment	24.81	AAI-based (medium-confidence)	0	1	
SD_QD_contig_7635996	10257	No	NA	8	7	0	Low-quality	Genome-fragment	16.9	AAI-based (high-confidence)	0	1	
HN_SY_contig_3014584	10254	No	NA	12	1	0	Low-quality	Genome-fragment	13.08	AAI-based (high-confidence)	0	1	
JS_LYG_contig_13629009	10250	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_24530156	10249	No	NA	12	6	0	Low-quality	Genome-fragment	20.72	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_13354137	10247	No	NA	19	4	0	Low-quality	Genome-fragment	16.77	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_5321819	10247	No	NA	6	2	0	Low-quality	Genome-fragment	18.05	HMM-based (lower-bound)	0	1	
JS_LYG_contig_545275	10246	No	NA	15	1	0	Low-quality	Genome-fragment	19.24	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_1504368	10246	No	NA	7	1	0	Low-quality	Genome-fragment	14.05	HMM-based (lower-bound)	0	1	
LN_DD_contig_20614405	10241	No	NA	4	1	0	Low-quality	Genome-fragment	5.55	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_9044063	10241	No	NA	21	18	0	Low-quality	Genome-fragment	5.29	AAI-based (high-confidence)	0	1	
SD_QD_contig_1816265||full	10239	No	NA	12	2	0	Low-quality	Genome-fragment	9.44	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_22692017||full	10239	No	NA	22	5	0	Low-quality	Genome-fragment	16.02	AAI-based (medium-confidence)	0	1	
HN_SY_contig_18378639	10238	No	NA	19	4	0	Low-quality	Genome-fragment	23.02	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_1560554||full	10238	No	NA	17	3	1	Low-quality	Genome-fragment	11.26	HMM-based (lower-bound)	0	1	
SD_DY_contig_27100006||full	10237	No	NA	28	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
SD_QD_contig_7926177	10237	No	NA	18	7	0	Low-quality	Genome-fragment	18.53	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_21104806	10236	No	NA	9	2	0	Low-quality	Genome-fragment	17.63	AAI-based (high-confidence)	0	1	
JS_YC_contig_4464286	10234	No	NA	10	1	0	Low-quality	Genome-fragment	11.75	AAI-based (medium-confidence)	0	1	
LN_DD_contig_3930217	10233	No	NA	7	3	0	Low-quality	Genome-fragment	15.8	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_26083834	10232	No	NA	13	8	0	Low-quality	Genome-fragment	26.56	AAI-based (medium-confidence)	0	1	
