seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
LN_DD_contig_17130041	16576	No terminal repeats	NA	19	11	0.9817	NA	0	13.3867	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales
SD_QD_contig_17023541	7798	No terminal repeats	NA	4	11	0.9817	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
ZJ_WZ_contig_21174809	9362	No terminal repeats	NA	21	11	0.9817	NA	0	29.8115	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_3279113	8284	No terminal repeats	NA	10	11	0.9817	NA	2	8.4883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_20496933	7375	No terminal repeats	NA	7	11	0.9817	NA	2	6.7122	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_23624601	12953	No terminal repeats	NA	10	11	0.9817	NA	0	10.2622	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_452462||full	5243	No terminal repeats	NA	5	11	0.9817	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_21961602	5449	No terminal repeats	NA	9	11	0.9817	NA	0	7.4041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_30747999	8580	No terminal repeats	NA	17	11	0.9817	NA	2	24.6607	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_3585555	6998	No terminal repeats	NA	6	11	0.9817	NA	2	9.5384	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_12131439||full	12467	No terminal repeats	NA	11	11	0.9817	NA	0	9.9149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_8691120||full	6528	No terminal repeats	NA	3	11	0.9817	NA	1	5.1329	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
LN_DD_contig_7886084	10457	No terminal repeats	NA	10	11	0.9817	NA	0	10.3071	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_22004590	5697	No terminal repeats	NA	5	11	0.9817	NA	1	5.7582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_5507265	6612	No terminal repeats	NA	6	11	0.9817	NA	0	7.7279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_23756852	12170	No terminal repeats	NA	18	11	0.9817	NA	2	13.6976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_13677732	8129	No terminal repeats	NA	10	11	0.9817	NA	2	10.1818	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_6510339	6025	No terminal repeats	NA	4	11	0.9817	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
ZJ_WZ_contig_13700228	10433	No terminal repeats	NA	17	11	0.9817	NA	3	25.4146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_2181710	5416	No terminal repeats	NA	10	11	0.9817	NA	2	9.7959	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_2419175||full	6418	No terminal repeats	NA	4	11	0.9817	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_17440112	5559	No terminal repeats	NA	6	11	0.9817	NA	1	8.5487	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_22905211	15620	No terminal repeats	NA	30	11	0.9817	NA	2	39.9215	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
JS_LYG_contig_22767679	7274	No terminal repeats	NA	5	11	0.9817	NA	0	5.8780	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_684281	5693	No terminal repeats	NA	9	11	0.9817	NA	3	11.5341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_22992149	6922	No terminal repeats	NA	10	11	0.9817	NA	3	9.4776	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_16294066	5287	No terminal repeats	NA	6	11	0.9817	NA	0	6.7316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_22144385	5893	No terminal repeats	NA	7	11	0.9817	NA	2	9.8427	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_11262644	7827	No terminal repeats	NA	8	11	0.9817	NA	3	11.2599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_14659903||full_1	4042	No terminal repeats	NA	6	11	0.9817	NA	0	5.1548	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
GD_ZH_contig_5448926||full	7691	No terminal repeats	NA	9	11	0.9817	NA	2	13.1763	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_8467099	7823	No terminal repeats	NA	14	11	0.9817	NA	1	14.1053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_4036994	5984	No terminal repeats	NA	12	11	0.9817	NA	0	8.1297	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_23955530	9463	No terminal repeats	NA	13	11	0.9817	NA	1	20.1347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_8791334	5028	No terminal repeats	NA	5	11	0.9817	NA	1	6.8723	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GD_ST_contig_8688613	5221	No terminal repeats	NA	10	11	0.9817	NA	5	10.9056	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_21563496	25422	No terminal repeats	NA	41	11	0.9817	NA	1	27.1907	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_14015961	5546	No terminal repeats	NA	9	11	0.9817	NA	1	8.1901	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_23323303	10850	No terminal repeats	NA	13	11	0.9817	NA	3	14.5315	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_23526146	5767	No terminal repeats	NA	10	11	0.9817	NA	0	6.8615	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_18808286||full	8485	No terminal repeats	NA	11	11	0.9817	NA	3	9.7448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_6833726	10094	No terminal repeats	NA	17	11	0.9817	NA	0	21.1024	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_10927727	6452	No terminal repeats	NA	13	11	0.9817	NA	4	11.2871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_25123652	13594	No terminal repeats	NA	18	11	0.9817	NA	3	19.6166	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_30100298	5080	No terminal repeats	NA	7	11	0.9817	NA	0	11.9608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_17389516	20611	No terminal repeats	NA	24	11	0.9817	NA	5	17.2817	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_17423730	7313	No terminal repeats	NA	11	11	0.9817	NA	1	9.7713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_11562978	5778	No terminal repeats	NA	4	11	0.9817	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_7857943	15093	No terminal repeats	NA	11	11	0.9817	NA	0	18.7401	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_20563045	5792	No terminal repeats	NA	5	11	0.9817	NA	1	8.1106	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_27758688	5633	No terminal repeats	NA	9	11	0.9817	NA	1	11.7237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_12556530	12873	No terminal repeats	NA	13	11	0.9817	NA	4	21.7119	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_10958959||full	10219	No terminal repeats	NA	16	11	0.9817	NA	7	27.4726	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_4139778	10687	No terminal repeats	NA	8	11	0.9817	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_15775562	5088	No terminal repeats	NA	6	11	0.9817	NA	1	6.8707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_10411273	5129	No terminal repeats	NA	8	11	0.9817	NA	0	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_16477453	6596	No terminal repeats	NA	17	11	0.9817	NA	0	20.1256	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_13309660	26379	No terminal repeats	NA	47	11	0.9817	NA	2	19.1919	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_8757761||full	5443	No terminal repeats	NA	7	11	0.9817	NA	0	6.8731	Unclassified
FJ_XM_contig_33768249	62457	No terminal repeats	NA	72	11	0.9817	NA	3	101.7873	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_15063239	40658	No terminal repeats	NA	35	11	0.9817	NA	5	38.2214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_17318184	24570	No terminal repeats	NA	16	11	0.9817	NA	1	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
JS_YC_contig_23896181	12535	No terminal repeats	NA	21	11	0.9817	NA	6	29.7596	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_15184495	6240	No terminal repeats	NA	8	11	0.9817	NA	2	11.5405	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_7323600	8654	No terminal repeats	NA	14	11	0.9817	NA	1	15.0262	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_19370115	8033	No terminal repeats	NA	4	11	0.9817	NA	0	4.5416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_22148229	7384	No terminal repeats	NA	5	11	0.9817	NA	1	6.4855	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_6580153||full	37066	No terminal repeats	NA	18	11	0.9817	NA	3	30.3256	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_17977495	37301	No terminal repeats	NA	33	11	0.9817	NA	6	41.1021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_29393107	6036	No terminal repeats	NA	6	11	0.9817	NA	2	6.6858	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_13139085	7138	No terminal repeats	NA	21	11	0.9817	NA	0	23.2900	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_17753424	8356	No terminal repeats	NA	7	11	0.9817	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
JS_LYG_contig_11131386	6790	No terminal repeats	NA	9	11	0.9817	NA	1	9.3374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_14582863	5130	No terminal repeats	NA	7	11	0.9817	NA	1	7.5785	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_15717638||full	14744	No terminal repeats	NA	10	11	0.9817	NA	3	15.8100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_9143670||full	7757	No terminal repeats	NA	14	11	0.9817	NA	1	17.5687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_14185079	23158	No terminal repeats	NA	27	11	0.9817	NA	3	46.1464	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_5859511	5280	No terminal repeats	NA	6	11	0.9817	NA	0	8.5810	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_14928363_1	5469	No terminal repeats	NA	8	11	0.9817	NA	0	7.5856	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_17826649	12274	No terminal repeats	NA	15	11	0.9817	NA	3	20.9386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_7598689||full	20181	No terminal repeats	NA	23	11	0.9817	NA	5	28.3448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_7636024	9062	No terminal repeats	NA	11	11	0.9817	NA	0	11.3009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_15195560	7450	No terminal repeats	NA	13	11	0.9817	NA	1	14.1657	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_13375761	7184	No terminal repeats	NA	12	11	0.9817	NA	0	13.7417	Unclassified
ZJ_NB_contig_17097413	16366	No terminal repeats	NA	21	11	0.9817	NA	4	33.0527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_3845367	5712	No terminal repeats	NA	6	11	0.9817	NA	0	7.9888	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_19784694	24033	No terminal repeats	NA	35	11	0.9817	NA	4	25.2505	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_9044063	10241	No terminal repeats	NA	21	11	0.9817	NA	5	32.6164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_22031088	9022	No terminal repeats	NA	12	11	0.9817	NA	2	8.5782	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_4016695||full_1	13413	No terminal repeats	NA	26	11	0.9817	NA	3	20.9405	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_1331461	7209	No terminal repeats	NA	9	11	0.9817	NA	3	8.2949	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_3590639||full	60436	No terminal repeats	NA	79	11	0.9817	NA	6	97.0119	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_7434339	16920	No terminal repeats	NA	24	11	0.9817	NA	10	28.8403	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_27539894	5217	No terminal repeats	NA	6	15	0.9816	NA	0	7.8379	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_19101786	7241	No terminal repeats	NA	9	11	0.9816	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_28327729	9718	No terminal repeats	NA	11	11	0.9816	NA	3	13.2258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_8673943	17118	No terminal repeats	NA	26	11	0.9816	NA	0	32.2091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_14911303||full	7136	No terminal repeats	NA	11	11	0.9816	NA	4	15.9042	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_12205607||full	6668	No terminal repeats	NA	9	11	0.9816	NA	2	10.7136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_4749353	11340	No terminal repeats	NA	7	11	0.9816	NA	3	9.2971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_18452274	8524	No terminal repeats	NA	9	11	0.9816	NA	1	8.3365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_17254245	5647	No terminal repeats	NA	4	11	0.9816	NA	3	6.3756	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_33572526	6629	No terminal repeats	NA	7	11	0.9816	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_21296413	21457	No terminal repeats	NA	19	11	0.9816	NA	0	15.6754	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_16125008	6306	No terminal repeats	NA	7	11	0.9816	NA	0	7.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_9064630	13351	No terminal repeats	NA	23	11	0.9816	NA	1	23.6438	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_17796867	6389	No terminal repeats	NA	7	11	0.9816	NA	1	11.3444	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_7806874	11490	No terminal repeats	NA	18	11	0.9816	NA	1	11.6167	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_26865218	7055	No terminal repeats	NA	8	11	0.9816	NA	4	8.6590	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_16154468	6159	No terminal repeats	NA	10	11	0.9816	NA	1	11.7322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
ZJ_WZ_contig_24791109	5137	No terminal repeats	NA	10	11	0.9816	NA	0	8.3469	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_26948712	10421	No terminal repeats	NA	14	11	0.9816	NA	1	16.9435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_6407791	5455	No terminal repeats	NA	12	11	0.9816	NA	0	18.9002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_11640933	15561	No terminal repeats	NA	30	11	0.9816	NA	3	19.3902	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_1720649	7430	No terminal repeats	NA	8	11	0.9816	NA	3	11.1857	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_25631885||full	10860	No terminal repeats	NA	19	11	0.9816	NA	8	16.8055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_29019680	16949	No terminal repeats	NA	19	11	0.9816	NA	6	24.6557	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_15600178	6548	No terminal repeats	NA	10	11	0.9816	NA	3	14.3890	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_10525392	11515	No terminal repeats	NA	28	11	0.9816	NA	0	12.4710	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_7149698	12378	No terminal repeats	NA	23	11	0.9816	NA	2	22.7314	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_6639456	8062	No terminal repeats	NA	6	11	0.9816	NA	2	9.6969	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_20479116	6572	No terminal repeats	NA	7	11	0.9816	NA	3	8.3962	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
ZJ_WZ_contig_14527014||full	14219	No terminal repeats	NA	18	11	0.9816	NA	9	21.3817	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_9170100	13825	No terminal repeats	NA	6	11	0.9816	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
HN_SY_contig_11340817	18652	No terminal repeats	NA	25	11	0.9816	NA	6	19.7737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_23219088||full	8280	No terminal repeats	NA	15	11	0.9816	NA	1	21.3785	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_11249351	5085	No terminal repeats	NA	13	11	0.9816	NA	0	9.5592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_19599686	8657	No terminal repeats	NA	16	11	0.9816	NA	1	11.8614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_20820956	7953	No terminal repeats	NA	10	11	0.9816	NA	3	13.5416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_6361706	7285	No terminal repeats	NA	9	11	0.9816	NA	3	12.0231	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_5036100	12833	No terminal repeats	NA	16	11	0.9816	NA	4	17.3434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_13645959	9440	No terminal repeats	NA	26	11	0.9816	NA	2	27.3582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_3598636	9864	No terminal repeats	NA	12	11	0.9816	NA	1	13.1607	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_88693	8473	No terminal repeats	NA	5	11	0.9816	NA	0	8.0973	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_19657437	11165	No terminal repeats	NA	6	11	0.9816	NA	1	8.5726	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_6604861||full	10080	No terminal repeats	NA	11	11	0.9816	NA	3	12.7303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_13498197||full	15656	No terminal repeats	NA	6	11	0.9816	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_10815283	5633	No terminal repeats	NA	9	11	0.9816	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_12657386	5144	No terminal repeats	NA	11	11	0.9816	NA	0	18.6283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_17962996	10690	No terminal repeats	NA	18	11	0.9816	NA	3	17.0515	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_1741290	7704	No terminal repeats	NA	10	11	0.9816	NA	5	9.6094	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_24703743	8280	No terminal repeats	NA	7	11	0.9816	NA	2	7.4748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_11925042	11384	No terminal repeats	NA	13	11	0.9816	NA	4	18.4865	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_4039150	12241	No terminal repeats	NA	17	11	0.9816	NA	4	13.2890	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_29840269	17223	No terminal repeats	NA	16	11	0.9816	NA	2	22.1719	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae
ZJ_NB_contig_22812803	7280	No terminal repeats	NA	11	11	0.9816	NA	2	9.9746	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_19696687	5404	No terminal repeats	NA	15	11	0.9816	NA	0	13.8554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_11900431||full	6153	No terminal repeats	NA	3	11	0.9816	NA	0	4.7411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_9094437	9968	No terminal repeats	NA	16	11	0.9816	NA	1	12.8155	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_6865060	13484	No terminal repeats	NA	19	11	0.9816	NA	1	12.5521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_1786954	11779	No terminal repeats	NA	22	11	0.9816	NA	1	31.4247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_8630486	10748	No terminal repeats	NA	19	11	0.9816	NA	2	18.0978	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_4531031	12351	No terminal repeats	NA	20	11	0.9816	NA	1	16.8532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_13773079	5634	No terminal repeats	NA	9	11	0.9816	NA	1	13.6587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_21699837	7140	No terminal repeats	NA	15	11	0.9816	NA	1	13.0196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_23085029	5872	No terminal repeats	NA	5	11	0.9816	NA	0	6.4354	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_22119447	9283	No terminal repeats	NA	15	11	0.9816	NA	4	14.3496	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_24184441	7943	No terminal repeats	NA	21	11	0.9816	NA	0	10.0685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_2363997	28588	No terminal repeats	NA	42	11	0.9816	NA	0	26.0517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_5890961	7767	No terminal repeats	NA	8	11	0.9816	NA	3	13.4511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
