	BH2_FDSW220017122-1r	BH4_FDSW220017124-1r	BH6_FDSW220017126-1r	BH8_FDSW220017128-1r	BH10_FDSW220017130-1r	BH12_FDSW220017132-1r	BH14_FDSW220017134-1r	BH15_FDSW220017135-1r	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	DY2_FDME210438600-1b	DY3_FDME210438601-1r	DY6_FDME210438604-1r	DY7_FDME210438605-1r	DY10_FDME210438608-1r	DY11_FDME210438609-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	LYG11_FDME210455392-2r	LYG13_FDME210455394-1a	LYG15_FDME210455396-1a	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	SY1_FDME210455397-2a	SY3_FDME210455399-2a	SY7_FDME210455403-2a	SY9_FDME210455405-2a	SY11_FDME210455407-1r	SY12_FDME210455408-1r	SY13_FDME210455409-2a	SY15_FDME210455411-2a	ST1_FDME220007465-1r	ST3_L1	ST7_FDME220007471-1r	ST9_L1	ST10_L1	ST12_L1	ST13_L1	ST15_L1	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	XM2_FDME220007436-1r	XM4_FDME220007438-1r	XM6_FDME220007440-1r	XM8_FDME220007442-1r	XM10_FDME220007444-1r	XM12_FDME220007446-1r	XM14_FDME220007448-1r	XM15_FDME220007449-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r
GD_ZH_contig_13095257||full_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082753496	0	0.090838995	0	0	2.521609905	0	0	0	0	0	0	0	0	0	0	1.25636657	0.108672314	0	0	0	0.102744132	0	1.577282892	0	0	0	0	0.769511224	0.05599177	0.661904159	0.855681001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1080926	26.08224048	23.49354291	24.57129086	27.76788611	34.86197568	28.38345737	12.11406207	0	0	0	0	0	0	0	0
GD_ZH_contig_13289167||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05186812	0	0	0	0	0	0	0	0	0.140601942	0	0.069879748	0.253565243	0.311664508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056759404	0	0	0	0.245018999	0.098748517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.184837039	8.420530008	8.889288579	11.62355005	7.107661681	7.519659766	8.406218202	6.236149136	0	0	0	0	0	0	0	0
GD_ZH_contig_13482994||0_partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.02165687	14.31903007	12.05106089	5.831850257	14.40131448	12.23787241	8.795169534	6.994114118	0	0	0	0	0	0	0	0
GD_ZH_contig_13574295||full_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.27851689	12.75834247	17.39733034	24.31602233	12.20517632	12.47155985	12.06815654	6.433681058	0	0	0	0	0	0	0	0
GD_ZH_contig_13687019||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391479449	0	0	0	0	0	0	0	0	0	0	0	0	1.776301065	0.047901245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.704999527	0	0	0.246672055	0	0	0	0	0	0	0	0	0	0	0	0	2.838379619	2.147548876	1.962360508	0.105576883	1.974952576	0.062799495	0.115433705	0	0	0	0	0	0	0	0	0.478054301	12.59316218	2.068921587	15.43202266	7.06151484	12.96603743	14.36881007	10.42342844	1.393090863	0	0	0	0.08859743	0.537636457	0	0
GD_ZH_contig_13689815||full_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45736779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.577059765	0.555834499	3.250510253	6.824909722	7.912739634	5.950631943	6.317614643	4.424633558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.816568166	2.987048291	3.993336995	0.73724445	2.828758746	1.910372746	3.279375173	1.016582264	0	0	0	0	0.400538356	0	0	0	0	0	0	0.262372822	0	0	0	0	8.262443816	12.53679435	10.50275231	14.05555817	12.38080047	12.7223389	10.68468414	9.400375315	0	0	0	0	0	0	0	0
GD_ZH_contig_13731975||full	0	0	0	0	0	0	0	0	4.111297336	7.216809882	5.655689014	5.9468906	4.608784047	5.405801362	2.337395192	3.691818336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.570391961	0.229708456	4.848850029	3.784055885	5.158869907	4.62321743	3.391044548	4.130740922	0	0	0	0	0	0	0	0	1.253685415	1.881531874	3.800395694	7.850070199	8.517030845	3.943093735	2.507758118	5.699426656	0	0	0.329268431	0.043386212	0.65900883	1.95929757	2.154613402	0.52309255	0	0	0	0	0	0.609843146	0	0	0	0	0	0	0	0	0	0	78.17483129	64.19565933	90.00479303	52.31299475	62.87139746	70.38715189	65.45370301	68.15227415	0	0	0	0	0	0	0	0
GD_ZH_contig_14140887||full	3.790227861	2.948987187	2.330969424	1.441200761	4.822651486	3.115759138	4.201690475	3.833768532	0	0	0	0	0	0.144396981	0.074363273	0	0.474482967	0	0	0	0	0	0	0	0.191195765	1.466446462	0.738528927	1.341777107	0.402038929	0	0.382351502	0	0	0	0.42061785	0	0	0	0	0	0	0	0	0	0	0	0	0	26.75256287	57.15234673	14.65249701	29.25820579	7.133300503	6.91164958	44.46725657	27.83607271	0	0.663401606	0.722568826	0.139012398	0.378580907	0.655547248	0.471431945	1.726248215	15.85572609	27.68683252	21.09234096	19.99803421	17.87943467	33.85333617	12.82513719	17.80781751	0	0	0	0	0	0	0	0	14.7871985	52.64018343	18.37079007	77.66740763	80.6612791	63.26840158	80.52023238	62.60151701	0	0	0	0	0	0	0	0
GD_ZH_contig_1423655||full	1.725993095	2.000300661	1.03120306	3.027542424	3.057066531	2.532940005	3.268714735	4.370779404	2.309135548	1.701890809	1.95005837	1.571709917	1.930865551	1.662790214	1.203633662	2.493102093	2.157332829	2.080726435	0.334432547	0	0.302680855	0.332831498	0.515699851	0.020093169	1.915919986	1.5798279	1.026005426	0.58212997	0.19606748	0.443213096	0	0	0	0	0.07572205	0	0.344933155	0.274926656	0	0	0	1.080120505	0.449713829	0	0	0	1.162844562	0.163206596	15.18268378	27.57707254	14.26856293	33.96125339	5.661511432	4.861059008	20.05067391	17.26132478	0.325747157	0.547277213	0.295081155	0	0.035499267	0.269209496	0.209067812	0.2287425	11.27471169	24.41569634	22.03084523	19.2085597	20.14228512	18.42737822	12.49437988	18.66035485	0.675153672	0.244257097	0	0	0	0.176223489	0.08285683	0.334590572	12.00416945	32.16548391	10.14861431	32.14766717	30.60725446	27.76264776	26.47046342	22.00684521	1.369522572	0.59390979	2.816308438	0.801093029	0.65935979	0.516541472	0.664444901	0.422425464
GD_ZH_contig_14304278||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.30107911	11.90833782	16.45035241	11.20793706	10.13028159	9.804086524	7.484126404	11.32355529	0	0	0	0	0	0	0	0
GD_ZH_contig_1438835||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.008729525	1.557517952	1.063508451	1.645164479	1.367776252	0.616451471	1.104044093	1.264221666	0	0	0	0	0	0	0.214420893	0	6.203057552	6.719290976	4.710071296	7.453734884	4.668724904	9.253491514	5.458016047	3.807211143	0	0	0	0	0	0	0	0	5.164758676	17.91235862	3.357866964	8.630613747	13.7584074	5.9599802	6.428642737	2.500823118	0.184767517	0.085775139	0.3467892	1.380891641	0	0.373665704	0	0.411028071
GD_ZH_contig_14545606||full	2.01408342	2.557615077	13.48643048	10.11318842	7.458495493	12.47053964	13.50687725	10.88543451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.897915886	2.630536739	2.111849254	0.902196901	16.29098088	11.13575426	10.25207923	7.191235246	0	0	0	0	0	0	0	0	1.34690619	0.585696141	0.307811609	0.566711851	0.349249572	0.933527044	0	0	0	0	0	0	0	0	0	0	2.761331087	5.759089663	7.133312085	4.966710848	4.645392046	5.271108173	6.406784487	7.016946955	0	0	0	0	0	0	0	0
GD_ZH_contig_14568798||full	0	0	0	0	0.160492003	0	0	0	0.259463467	1.918308727	2.891427805	1.506382812	1.007718159	3.588749477	2.645080689	3.477878288	0	1.729697628	0	0	0	0	0	0	0	0.206960617	0	0	2.418746483	0.578826288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.376199905	1.000126459	0.572399414	0.820491363	0	0.56143132	0.581775872	0.093282457	0	0	0	0	0	0	0	0	1.268777472	3.97372074	5.55177797	8.713534277	5.949375429	1.822070671	4.210026808	9.671153212	4.87550253	0.626925072	8.320017295	2.321300709	2.934155423	6.812716256	1.605545147	1.1393378	7.306991181	3.093709765	1.73354394	1.844954999	2.908567295	3.222194871	11.61602554	13.36712858	3.16442277	3.709382067	4.625027272	1.581999168	0	0.519999255	0.084368025	0
GD_ZH_contig_14575179||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.379755426	8.31262901	7.020609622	5.632597563	4.048943489	3.309726064	9.242138096	5.177285126	0	0	0	0	0	0	0	0
GD_ZH_contig_14743573||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.512627751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.76587093	8.009319789	9.68748667	9.330153579	12.73046068	9.911877073	11.94770557	13.28876985	0	0	0	0	0	0	0	0
GD_ZH_contig_15223254||full_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040542068	0	0	0.139346952	0	0.048099303	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045855413	0	0	0	0	0	0	0	0	0.299079634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.59567806	8.971803945	13.43546496	5.009766056	8.404776015	9.43330984	9.038616667	7.774082162	0	0	0	0	0	0	0	0
GD_ZH_contig_15233193||full	3.344436204	0.642455109	1.545472258	0	3.073969121	1.311794549	1.211528744	0.529264921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180284849	0	1.021244131	0	0.144925086	2.514608644	2.490410327	0.985525849	1.040231249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.799117862	9.803243049	2.514023457	6.704799517	6.469611791	4.536040671	2.38863144	5.595969184	0	0	0	0	0	0	0	0
GD_ZH_contig_15260596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.94616039	48.16173005	63.42837021	98.72632532	89.82725789	57.7989025	90.97628207	59.42538389	0	0	0	0	0	0	0	0
GD_ZH_contig_15611373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.84756576	4.9998281	51.71157582	6.575737846	5.279459592	9.668376124	6.197843037	3.553245393	0	0	0	0	0	0	0	0
GD_ZH_contig_16010148||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.289509761	0.916992461	1.950218519	0.567763822	1.72996352	1.276809823	0.828022888	0.702547011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.25822332	13.35031791	20.70656722	15.27154951	15.68007157	14.53775579	18.37950035	13.10016828	0	0	0	0	0	0	0	0
GD_ZH_contig_16079184||full	1.176048119	0	0	0	0.64424258	2.785118027	8.026319965	4.796043019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.216009791	5.509048008	2.307845931	2.500664359	5.918655716	3.017770069	4.211390602	0.399298028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.425151418	5.303461264	5.618874826	6.28384125	3.664262752	4.535522016	6.009968068	9.10183531	0	0	0	0	0	0	0	0
GD_ZH_contig_16827844||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.51963576	13.34056318	16.98095696	13.56384872	11.70207448	11.48109671	14.0744293	12.04470226	0	0	0	0	0	0	0	0
GD_ZH_contig_16941568||full	0	0	0	0	0	0	0	0.008475459	0.281596503	0.461067176	0	0.356885522	0	3.687960094	0.603460484	1.409788194	0	0	0	0	0	0	0	0	10.56254346	9.507873134	1.267123926	4.409612512	3.298359426	4.587497438	18.21543144	0.091632356	9.793608846	2.057192388	5.13812622	8.231878299	5.791597268	5.847767894	7.656598993	3.670800683	0	0	0	0	0	0	0	0	6.018767626	1.797403196	6.34497785	5.536954671	3.289324603	0.359739053	0.092023922	0.009163942	1.202355224	1.848472349	2.095622026	0	6.377027371	2.82865192	3.99621629	0.996967912	0.546750152	1.62226773	0.78338624	0.981478958	1.307903888	0.208640338	0	1.855642861	4.313384093	7.580796202	5.172140375	3.047095681	3.499436226	3.403181476	5.86100005	4.47916411	1.87664043	6.883140689	6.747320234	12.71955623	12.3163477	8.91210355	12.29331206	8.777039322	0	0	0	0	0	0	0	0
GD_ZH_contig_16944542||full	0	0	0	0	0	0	1.136116614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.563341445	16.44522417	2.525350036	0.924025442	1.598517358	1.312232761	1.591604696	4.201278028	0	0	0	0	0	0	0	0	0	0.363546749	0.256723296	0	0	0.298985159	0	0	0	0	0	0	0	0	0	0	1.146994387	4.075372473	0.454512756	3.664715356	4.590102505	4.150800932	7.659087769	7.860854334	0	0	0	0	0	0	0	0
GD_ZH_contig_17005519||full	0	0	0	0	0	0	0	0	1.498213119	1.603166763	0	0.497595914	0.818045421	2.301236581	0.331506546	1.78649793	0	1.130622183	0	0	0	0	0	0	7.760182	9.618203063	2.022650051	13.66616407	5.156169072	0.521869056	11.36695982	0	2.711659303	1.621502752	1.646682721	2.528022721	1.056144509	1.255317022	0.88398128	0.272120437	0	0	0	0	0	0	0	0	55.36338731	78.36655812	54.04596935	46.89861843	22.34930124	4.021753153	19.49535097	31.20542111	0	0	0	0	0.292717631	0	0	0	10.36232045	15.80382389	13.43130761	19.09680788	20.17780668	13.44694553	8.912872154	14.39313534	1.800258284	1.169672731	2.904319302	1.203678583	2.894444103	2.193581036	4.284539144	0.991899687	71.84198796	178.5426185	104.6211425	218.4983986	186.8959145	166.1905974	143.474236	167.1231861	0	0	0	0	0	0	0	0
GD_ZH_contig_1734184||full	0	0	0	0	0	0	0	0	2.858854355	3.155740785	0	2.545869859	1.631646804	3.664506719	0.983176828	2.104558673	0	0	0	0	0	0	0	0	0.749163467	0	0	2.193133215	1.204214642	0	0	0	4.760881805	2.099654086	4.07485751	4.578301984	10.52340453	2.221698605	3.044918669	0.482496954	0	0	0	0	0	0	0	0	0.323417563	10.76468155	0.999819173	7.599940038	0	0	0.196270292	2.159880055	0	0.390236929	0	0.184257346	0.68579949	0	0	0	0	0.117048269	0	1.505949122	0	0	0	0	6.076202915	5.695627387	7.475251196	7.458508222	9.740424924	3.970652438	8.298337681	3.586251903	3.309360593	19.69280253	3.268362931	19.43199868	22.28696763	16.36169836	9.21065444	12.0440399	0	0	0	0	0	0	0	0
GD_ZH_contig_17618072||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.85098174	4.277985437	6.242845777	2.70548545	1.76798032	5.127314947	4.146293169	7.686429433	0	0	0	0	0	0	0	0
GD_ZH_contig_17700945||full_1	0	0	0	0	0	0	0	0	0	0	0	0.24220812	0	0	0	0	0	0	0	0	0	0	0	0	0	0.766363641	0.19768239	0.955535122	0.067220288	3.072476393	0	0	0	0.128290136	0	0.148202474	0	0.023501306	0	0	0	0	0	0	0	0	0	0	0	0.103194955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.955795856	1.061535453	2.340000608	2.402241288	1.75401058	1.312985911	1.202692077	0.95452382	3.712335678	15.3114946	7.450908216	16.06560421	21.81326442	15.07966875	11.76005399	9.302836892	0	0	0	0	0	0	0	0
GD_ZH_contig_178264||full	14.15104738	17.57878576	24.06094458	26.72528606	12.17733021	14.68770648	19.19257404	17.67909058	28.39331598	21.56442785	25.30728388	20.7343373	24.82877298	22.96896569	29.50249666	21.79492823	0.375714063	4.844226767	0	0	0	0	0	0	11.40958762	3.227554214	5.544213941	7.137108711	6.355802078	5.280254097	4.226693639	0	0.211820065	0	0.721090478	0.474959568	1.566551143	0	0	0	0	0	0	0	0	0	0	0	2.448444636	3.143923652	1.697201495	5.105962214	0	0.871203555	0.332023008	0.061800644	0.114375563	0.355865439	0	0	0.679824008	0.331937646	0.923246387	0	6.061970952	15.71165579	25.72579403	13.16276195	6.102982939	6.205122064	9.102627763	16.0681985	7.189331098	9.634473136	7.81270135	5.23981905	4.768776438	4.771460785	8.620331586	6.266851156	0.416975162	7.398798003	1.442940988	11.48023613	10.54836948	9.456031148	6.453385941	6.271390066	4.920644571	0.889903161	5.340193768	1.542054956	3.844280142	3.826538912	5.03664661	3.406143049
GD_ZH_contig_17960762||full	0	0	0.108289849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.334330509	0	0	0	0	0	0	5.616592989	1.968112779	8.105390905	5.457565361	8.911542755	11.6805979	8.833437648	8.682364128	0	0	0	0	0	0	0	0	0	0.334556249	0	0.842337216	2.38938832	3.422091265	1.61725771	2.549175455	5.07458062	7.915915081	5.809507474	6.416628453	4.735969353	4.374297607	5.155440777	3.219228422	0	0.081598585	0.298140858	1.099548698	0.722387081	0.374030789	1.031740251	0.948690751	0	1.018281478	0.379442466	0.234153609	0.413302929	0	0	1.062385142	5.729294417	6.460633472	4.777411777	4.513188647	6.601328456	7.270398574	6.998387668	5.494728383	0	0	0	0	0	0	0	0
GD_ZH_contig_18241395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197446594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052810446	0.072510653	0.076658091	0.170842625	0.173612127	0.387759469	0	11.41072815	9.882695362	4.607093268	7.123259149	10.72462322	6.531219023	13.14275518	9.228732633	0	0	0	0	0	0	0	0
GD_ZH_contig_18576895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.367277697	1.018054369	0.606671512	0	2.875805549	0.241494151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.238338239	9.982798273	3.653028236	15.73210386	13.48151623	7.085161948	11.63980004	11.68346409	0	0	0	0	0	0	0	0
GD_ZH_contig_18617916||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.93847229	36.738257	35.93668141	35.76023694	44.34812287	53.21058003	52.25104318	39.39758047	0	0	0	0	0	0	0	0
GD_ZH_contig_18770158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.45520654	8.069054812	16.20791086	5.811914199	8.459030232	8.570257211	5.747408881	7.086249614	0	0	0	0	0	0	0	0
GD_ZH_contig_18782444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.55180014	8.360410409	21.70034235	13.68395178	15.01218385	14.86394863	20.49120058	10.18791584	0	0	0	0	0	0	0	0
GD_ZH_contig_18948103||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.175926527	0.735094801	6.251316763	0	0.154379265	0.711882026	2.168296858	0	0	0	0	0	0	0	0	0	0	0	0.098504669	0	0	0	0	0	0	0	0	0	0	0	0	65.9865927	57.9889889	51.08280041	66.06949432	68.68602524	59.6304873	45.47756164	60.33065742	0	0	0	0	0	0	0	0
GD_ZH_contig_18997035||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.214447607	8.650870427	16.03149828	10.3009876	12.6700616	9.410860209	9.106321707	8.528407662	0	0	0	0	0	0	0	0
GD_ZH_contig_19026587||full_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131579532	0.92018997	2.529283225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.973756072	7.959080659	3.687940487	5.333311247	1.284696947	0.224337538	8.245735752	4.459621302	0	0	0	0	0	0	0	0	1.483797828	4.021444676	5.750327955	6.802806063	7.572362148	3.438705154	1.909284771	2.333265602	0	0	0	0	0	0	0	0	4.912861151	12.91124282	4.274726182	15.59142004	16.64763149	16.35919471	13.14805484	17.12312735	0	0	0	0	0	0	0	0
GD_ZH_contig_19070119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.96177499	0.278095117	7.553009259	10.76607521	5.6629241	6.607648036	2.603417057	0	0	0	0	0	0	0	0
GD_ZH_contig_19073942||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029959496	0	0	0	1.666798909	0	1.732416182	1.29144771	1.251457226	0.462102696	0	1.282251774	0	0	0	0	0	0	0	0	3.66579609	13.46383224	10.50267657	27.60335025	0.474525718	1.698914568	13.95992516	16.22859619	1.360242761	4.141389011	0.883539072	1.844733704	2.55737605	1.303614325	0.98832858	3.719243186	4.170122792	6.154848918	12.9340754	14.13434852	13.73225002	13.06174193	15.93549628	8.83019315	0	0	0.055173893	0.188460524	0.031001212	0	0	0	7.363988682	18.91060436	13.96409813	19.78206182	11.75357251	15.37370924	17.87704978	19.01173186	0	0	0.772613615	0	0	0	0	0
GD_ZH_contig_19298135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282298413	0	0	0	0	0	0	5.164608849	4.470136668	5.650125464	7.866254629	2.702225588	2.345697145	2.65181346	1.104108646	0	0	0	0	0	0	0	0	0.617295463	0.396705297	0.012192618	0.193507522	0	0	0	0	0	1.286216805	0.785343577	0	0.52532332	0.237099839	1.564479326	0.60210847	0	0	0	0	0	0	0	0	1.121578496	0.417293488	0.355358792	0.509998724	1.062569553	0.960068119	0.659707406	0.67551627	10.64278183	14.13504263	8.963942887	18.03165984	41.18287068	32.9387873	18.27712021	14.53852223	0	4.425385145	0.416793522	0	1.229514674	3.376852429	2.285696091	1.053148742
